user,item
18,37915
19,77980
19,43061
19,66873
19,55503
19,26104
19,42985
19,25864
19,10925
19,8154
19,11772
19,63124
19,24249
19,38724
19,55314
19,29143
20,69275
20,27574
20,73110
20,40451
20,31770
20,79371
20,57236
20,54126
20,47472
20,82103
20,7445
20,69005
20,38568
20,55557
21,74755
21,84768
21,64531
21,63133
21,7625
21,83036
21,56954
21,82997
21,71967
21,13570
21,66286
21,58918
21,66446
21,65674
22,30705
22,16010
22,8665
22,514
22,3373
22,80503
22,69842
22,48367
22,77555
22,80028
22,4141
22,58963
22,61741
22,65306
22,64472
22,47343
22,18436
22,40444
22,18025
22,29705
22,17718
22,59790
22,43957
22,70169
22,81806
22,84012
22,35165
23,36141
23,36061
23,66813
23,60221
23,69206
23,61635
23,53404
23,82244
23,39356
23,42876
23,68568
23,41148
23,65625
24,58166
24,46518
24,62263
24,65082
24,72546
24,69993
24,68647
24,74678
24,35157
24,35854
24,61515
24,48120
24,57031
24,63638
25,54173
25,22317
25,51570
25,84799
25,65955
25,26295
25,29026
25,57027
25,32861
25,82595
25,5531
25,75502
25,38192
25,71960
25,7062
26,24453
26,9794
26,74344
26,8361
26,34406
26,35645
26,19685
26,7755
26,16469
26,56181
26,8459
26,2572
26,36362
26,10418
26,22050
26,26175
26,62177
26,1563
26,49081
26,18634
26,5703
26,58401
26,6531
26,63666
27,71753
27,14723
27,6453
27,78072
27,16852
27,69676
27,27444
27,56479
27,32955
27,33006
27,28494
27,53492
27,37641
28,18132
28,84430
28,40725
28,69580
28,2663
28,44290
28,5065
28,52401
28,40706
28,5374
28,76762
28,54878
28,31864
28,66732
28,60925
28,13568
28,67945
28,83620
28,27890
28,28931
28,30519
28,73429
29,25620
29,84788
29,54610
29,42622
29,47052
29,15483
29,59659
29,39542
29,555
29,71318
29,22927
29,70388
30,78588
30,68624
30,75111
30,39093
30,46025
30,59729
30,77010
30,64966
30,77585
30,78312
30,80931
31,72118
31,82003
31,30590
31,39543
31,59608
31,28219
31,56757
31,79959
31,37609
31,47697
31,53823
31,63680
31,20503
31,68196
31,60119
31,37196
31,48338
31,11365
31,65757
31,31345
31,34540
31,22258
32,67240
32,42477
32,42117
32,4056
32,31081
32,84830
32,21843
32,3050
32,9295
32,49591
32,21111
32,47592
32,2781
33,73695
33,51680
33,59128
33,26645
33,52326
33,40599
33,67709
33,48069
33,69594
33,56997
33,45118
33,58774
34,66683
34,44774
34,27327
34,21370
34,75816
34,80901
34,8362
34,42684
34,27523
34,48890
34,59503
34,78235
34,45830
34,18394
34,5210
35,76031
35,63155
35,55571
35,46020
35,70218
35,38319
35,59585
35,59236
35,70761
35,62027
35,31764
35,80917
35,73675
36,44390
36,14125
36,50861
36,31760
36,48051
36,24038
36,50768
36,39304
36,4332
36,11949
37,72604
37,63004
37,79840
37,49138
37,76139
37,24495
37,43451
37,46789
37,59749
37,58171
37,40105
38,56611
38,28574
38,21736
38,59759
38,68177
38,76897
38,61552
38,39167
38,55550
38,32131
38,50123
38,46310
38,40570
38,71206
38,51804
38,45258
38,47715
38,34403
38,33159
38,61587
38,40849
38,85162
38,21554
39,28473
39,79147
39,54134
39,34740
39,71698
39,28968
39,57213
39,14159
39,49495
39,67354
40,46749
40,55096
40,61330
40,59983
40,36232
40,54591
40,31994
40,24720
40,83106
40,73056
40,13955
40,24859
40,47376
40,73474
40,36659
40,2613
40,26888
40,56309
41,33383
41,37049
41,48099
41,46273
41,64199
41,10779
41,45634
41,45248
41,60057
41,58081
41,46345
42,43014
42,81850
42,72166
42,67962
42,67342
42,78025
42,36896
42,79615
42,54194
42,78007
42,79081
42,63227
42,71151
42,60558
42,74848
42,72265
42,76859
42,51200
42,23014
42,34256
42,51120
42,48614
42,73885
42,67243
42,44796
42,78588
43,53581
43,54829
43,7872
43,50798
43,82127
43,70992
43,54970
43,57499
43,29690
43,49588
43,1794
43,26436
43,76322
43,30639
43,70543
43,54311
43,13169
44,5211
44,63274
44,57853
44,50931
44,13412
44,68131
44,5700
44,68045
44,40982
44,54273
44,80872
44,11901
44,46840
44,36903
44,49675
45,466
45,58688
45,45660
45,32021
45,84739
45,64788
45,57088
45,82077
45,32827
45,44450
45,57391
45,61444
46,32008
46,30160
46,3365
46,268
46,26279
46,83296
46,62476
46,19227
46,3057
46,61171
46,27352
46,2983
46,51900
46,19532
46,53782
46,69948
46,15705
46,38981
46,34111
47,47308
47,79615
47,50766
47,37380
47,72581
47,71380
47,84594
47,36623
47,17355
47,75907
47,66465
48,58855
48,34101
48,44049
48,40781
48,24235
48,70489
48,71967
48,62498
48,77199
48,82997
49,74944
49,83418
49,67744
49,61291
49,66990
49,81125
49,35587
49,81354
49,74524
49,46746
50,10712
50,63022
50,63009
50,6045
50,4765
50,42901
50,63033
50,16363
50,60623
50,67611
50,84980
50,13412
51,70371
51,64033
51,56043
51,43542
51,30637
51,79686
51,58900
51,66588
51,14799
51,46784
51,51806
52,6262
52,79952
52,41738
52,48250
52,50044
52,10157
52,10108
52,71648
52,4015
52,34551
52,59986
52,45539
53,54554
53,61782
53,73476
53,69711
53,39181
53,68167
53,66991
53,76363
53,80996
53,55036
53,38641
54,60913
54,17995
54,10589
54,52683
54,17323
54,36734
54,35119
54,37174
54,5692
54,70058
54,19466
54,70599
54,59695
54,54695
54,68143
55,19886
55,39261
55,45835
55,7101
55,10589
55,33070
55,48349
55,58742
55,51112
55,70430
55,29234
56,68369
56,68964
56,25316
56,42132
56,68037
56,56847
56,53880
56,63559
56,71343
56,75367
56,76747
56,76816
56,6056
57,22077
57,15917
57,33868
57,62913
57,46304
57,27264
57,23678
57,9486
57,49257
57,68001
57,7731
57,31735
57,2045
57,2928
57,54329
57,12663
57,1452
57,61871
57,49197
57,47669
57,39315
57,4134
57,74543
57,57417
57,9135
57,22771
58,52175
58,60318
58,35451
58,71322
58,55156
58,74215
58,27105
58,47061
58,71408
58,50065
58,35971
58,22288
58,75629
58,27179
58,37827
58,45106
58,64509
59,72346
59,68406
59,69163
59,81237
59,70568
59,46063
59,3896
59,48032
59,38896
59,68418
59,63332
60,34928
60,31538
60,57524
60,36755
60,57744
60,27676
60,40684
60,58571
60,64827
60,63523
60,80420
60,75615
60,77291
60,69603
60,84691
60,56128
61,61440
61,32955
61,51539
61,36955
61,79677
61,62290
61,56462
61,67304
61,49109
61,65914
61,38357
61,58953
61,63111
61,54462
61,48736
61,33286
61,45335
61,65347
62,68381
62,74141
62,26282
62,42034
62,77529
62,56435
62,57807
62,84152
62,80868
62,73026
63,40764
63,70027
63,83403
63,55333
63,62398
63,45359
63,65413
63,5295
63,22727
63,20840
63,77089
63,60662
63,41290
63,22231
63,72793
63,80438
63,81354
63,66924
64,63559
64,84657
64,41864
64,22297
64,59952
64,34868
64,69045
64,53904
64,23845
64,45258
64,19442
64,81304
64,84767
64,55781
64,54090
64,55090
65,61647
65,77660
65,82182
65,64760
65,66848
65,52011
65,49152
65,41202
65,68671
65,62093
65,23329
65,50344
66,6418
66,19003
66,66232
66,33560
66,85376
66,33078
66,31852
66,21155
66,44983
66,20153
66,35111
66,1778
67,60898
67,45783
67,24862
67,83857
67,47806
67,78804
67,76999
67,57802
67,59986
67,36061
67,51979
68,53143
68,65782
68,39759
68,75180
68,24568
68,39889
68,20065
68,47744
68,65104
68,66260
68,34490
68,70357
68,56855
68,41509
68,59026
68,70756
68,53533
68,50550
68,74928
68,56546
68,82721
68,72112
68,72729
68,30087
68,58230
68,68150
68,46547
68,30731
68,66373
69,85090
69,74105
69,42495
69,76733
69,38080
69,75132
69,73143
69,25475
69,64694
69,47433
69,66134
69,76049
69,58115
69,65945
69,66801
69,72739
69,59921
69,48774
69,63450
69,73145
69,29427
69,71608
69,73312
69,56082
69,36599
69,61711
69,81556
69,68369
70,46334
70,26498
70,59240
70,48597
70,59500
70,55838
70,59581
70,46885
70,28939
70,14609
70,58590
71,55714
71,83695
71,71243
71,80027
71,78071
71,59777
71,48283
71,66411
71,51876
71,64451
71,52683
72,34707
72,60515
72,71437
72,47356
72,75485
72,72517
72,75148
72,57278
72,21559
72,48702
72,71610
72,71367
72,65650
72,73993
72,69286
72,63708
72,69650
72,29897
72,65934
72,55926
72,60100
72,20014
72,54038
72,73161
72,27887
72,46345
72,47829
72,59534
72,46924
72,65274
72,64086
73,52625
73,57685
73,40178
73,55299
73,31819
73,33774
73,22305
73,24968
73,39517
73,64470
73,50602
73,9629
73,3792
73,60194
73,84585
73,33504
73,64345
73,9806
73,69368
73,35454
73,7424
73,61495
73,14069
73,27670
73,9706
73,29269
73,15981
73,34758
73,76880
73,43826
74,51047
74,40070
74,52418
74,62456
74,60117
74,80997
74,24266
74,29590
74,75692
74,50693
75,71325
75,8805
75,34631
75,58719
75,36918
75,969
75,23707
75,28981
75,76312
75,48483
76,66448
76,61631
76,28244
76,67023
76,76045
76,46947
76,71852
76,57897
76,76301
76,59459
76,61319
76,55274
76,56982
77,43476
77,73751
77,62804
77,79636
77,65766
77,57664
77,48763
77,24643
77,55363
77,73867
77,55784
77,52367
77,74269
77,27946
77,70339
77,60526
77,73067
77,57387
77,76512
77,65269
77,80531
77,41902
78,54407
78,77806
78,51779
78,37766
78,35659
78,44727
78,10514
78,20442
78,30118
78,74706
79,73391
79,79646
79,39595
79,69002
79,62922
79,74942
79,78059
79,71950
79,76987
79,73751
80,767
80,38336
80,35944
80,74847
80,78360
80,4456
80,38139
80,51627
80,38953
80,81903
80,67206
80,14139
80,30317
81,58697
81,60842
81,25777
81,717
81,30321
81,82893
81,73622
81,44862
81,48146
81,84707
81,71278
81,37954
82,56140
82,44265
82,83938
82,77250
82,38719
82,55890
82,4312
82,58784
82,36933
82,73015
82,60810
82,73593
82,70101
82,46845
82,76381
82,46979
82,71852
83,82080
83,9163
83,66653
83,65106
83,67413
83,51914
83,79528
83,70559
83,74057
83,63375
83,34815
83,25029
83,69409
84,70796
84,84509
84,62896
84,60038
84,76363
84,79006
84,55289
84,51340
84,79121
84,63420
85,79660
85,47047
85,77515
85,81667
85,60014
85,77087
85,54948
85,57554
85,79636
85,83620
85,56738
85,31826
86,80231
86,56415
86,77979
86,77124
86,6991
86,49559
86,27613
86,30929
86,56236
86,45196
86,10373
86,47315
86,73289
86,53317
86,64736
86,75705
86,55227
86,74429
87,78009
87,74048
87,57543
87,51171
87,39314
87,68031
87,17138
87,63559
87,68843
87,47094
87,58953
87,75694
88,64012
88,47469
88,53935
88,64614
88,65617
88,66047
88,77293
88,66619
88,39181
88,65828
89,10251
89,968
89,12263
89,7051
89,85023
89,10781
89,58635
89,16471
89,37164
89,12306
90,38282
90,63633
90,24718
90,59487
90,42819
90,56213
90,67002
90,70403
90,81747
90,62562
91,49643
91,15584
91,68356
91,23499
91,17113
91,42636
91,60529
91,76736
91,46289
91,34899
91,77492
91,79816
91,78015
91,65053
91,69993
91,66648
91,45293
91,3373
91,74911
91,26157
91,62793
91,64848
91,71640
91,66646
91,43582
91,21215
91,42103
91,72577
91,33615
91,83568
91,21592
91,80720
91,84866
91,30102
91,48812
92,55375
92,83086
92,75285
92,71411
92,11836
92,1903
92,50685
92,61355
92,48313
92,85401
93,75682
93,30119
93,74462
93,57127
93,39325
93,73006
93,8162
93,72497
93,38087
93,6090
93,58287
93,32588
93,58166
93,48120
93,28948
94,2551
94,81697
94,45427
94,19682
94,53661
94,68808
94,18717
94,16220
94,37585
94,34202
94,2062
94,7147
94,66509
94,81167
95,53524
95,48923
95,50223
95,72869
95,79000
95,61571
95,83302
95,11365
95,72118
95,51806
96,37646
96,37796
96,75068
96,26939
96,23259
96,41325
96,30262
96,35337
96,30912
96,26346
97,11360
97,78062
97,46338
97,74489
97,73009
97,81503
97,41061
97,68705
97,70288
97,55512
97,46332
97,45326
97,2868
97,61611
97,56903
97,23897
97,62410
97,30722
97,4184
97,77489
97,35979
97,66871
97,28912
97,4894
98,80482
98,43016
98,2444
98,44907
98,68180
98,47473
98,71168
98,52672
98,25264
98,81953
98,68528
98,60774
98,75669
98,6117
98,72744
99,49083
99,56302
99,2008
99,38087
99,2279
99,83201
99,46499
99,70746
99,44119
99,56317
99,611
99,20151
99,56555
99,59787
99,55299
99,13513
100,59843
100,36804
100,83525
100,79749
100,68079
100,58145
100,62359
100,82304
100,81823
100,25689
100,34487
100,84768
100,78297
100,67144
100,83825
101,37634
101,77609
101,76277
101,45594
101,68516
101,63915
101,83548
101,55759
101,15253
101,82766
101,55424
101,7556
101,73842
102,56435
102,49385
102,44017
102,58350
102,66497
102,30779
102,49436
102,26460
102,64262
102,48869
102,44822
102,49445
102,48426
102,51748
103,61859
103,68647
103,63314
103,64582
103,70005
103,82706
103,70495
103,29023
103,73378
103,74417
103,52858
103,47891
103,45072
103,71908
103,45720
103,58850
103,77798
103,56205
103,54185
103,53240
103,39953
103,64566
103,48081
103,49345
103,45635
103,53602
103,29339
103,51855
103,79910
103,61366
103,68453
103,57442
103,73583
103,52256
103,59925
103,46518
104,47199
104,80026
104,75479
104,42387
104,34394
104,55048
104,78719
104,52046
104,45730
104,56575
104,42081
104,57542
104,9467
105,77932
105,66783
105,70245
105,57983
105,31189
105,62011
105,31168
105,46158
105,23538
105,72042
105,50778
105,19720
105,75893
105,31254
105,46444
105,37221
105,55475
105,62606
106,2180
106,67832
106,46388
106,73215
106,65339
106,63236
106,77339
106,56976
106,46789
106,28789
107,647
107,29930
107,959
107,13112
107,470
107,31773
107,54465
107,33048
107,941
107,4050
108,76412
108,52160
108,33637
108,57761
108,72849
108,39002
108,55205
108,22015
108,51287
108,41811
108,34743
109,19855
109,27925
109,61943
109,74176
109,82377
109,66473
109,35584
109,73895
109,76405
109,47036
109,29453
109,71292
109,66448
109,33599
110,31303
110,13152
110,17692
110,45442
110,55708
110,26413
110,68124
110,55707
110,24963
110,60770
111,33246
111,13216
111,63101
111,12588
111,55461
111,18075
111,55413
111,13559
111,4412
111,76803
111,48788
111,80885
111,73851
112,6389
112,70150
112,835
112,40306
112,6527
112,30549
112,53766
112,42879
112,26498
112,68124
113,18414
113,22930
113,15981
113,36925
113,61083
113,26379
113,23893
113,44327
113,4462
113,1295
114,71960
114,54374
114,52903
114,78235
114,49111
114,78800
114,71473
114,53491
114,75159
114,55959
114,78272
115,10219
115,83566
115,59744
115,6509
115,80191
115,28772
115,10234
115,8250
115,26326
115,31277
115,33541
115,29791
115,2579
115,64634
115,37156
115,40950
116,40348
116,32145
116,18182
116,80765
116,55588
116,18265
116,56755
116,64657
116,46197
116,101
116,81157
117,46110
117,73447
117,33189
117,305
117,9649
117,3915
117,59358
117,83619
117,1966
117,27251
117,67201
117,14334
117,50164
117,15568
118,44882
118,13754
118,18373
118,26394
118,50789
118,47695
118,43547
118,78111
118,77540
118,84533
119,84768
119,85180
119,69588
119,73998
119,78978
119,67459
119,42537
119,81697
119,72348
119,44242
119,63086
120,51340
120,69458
120,63564
120,47531
120,63559
120,65897
120,60754
120,77860
120,55744
120,69639
121,62294
121,42498
121,62799
121,82167
121,45900
121,81605
121,76882
121,71882
121,77863
121,71925
122,312
122,31951
122,4980
122,1674
122,27052
122,55743
122,60701
122,14976
122,62401
122,16130
122,3425
123,41003
123,50913
123,75734
123,74037
123,42739
123,50801
123,50456
123,18640
123,1677
123,37741
123,10191
123,51603
123,50352
123,36566
123,21069
123,36149
123,59109
124,10076
124,9848
124,60316
124,18424
124,48698
124,9842
124,25043
124,9847
124,83093
124,82490
124,24061
124,54085
124,9825
124,9844
124,78327
124,77670
125,13578
125,79219
125,36550
125,5360
125,501
125,45530
125,73520
125,8073
125,886
125,17227
125,61822
125,1619
125,17573
125,1673
125,20159
126,76512
126,77286
126,74731
126,22981
126,39173
126,3003
126,7220
126,50368
126,63543
126,40431
126,49896
126,61647
126,54898
126,22874
126,68249
126,73570
126,68387
127,61178
127,62380
127,30372
127,14307
127,27856
127,11845
127,33158
127,41164
127,67431
127,14019
127,54371
127,43899
127,64443
127,24592
127,47143
127,41635
127,44009
127,38080
127,45415
128,45822
128,16825
128,72153
128,83274
128,62573
128,64637
128,72036
128,32349
128,23522
128,53741
128,78625
128,72860
128,41535
128,64249
128,54396
128,62793
128,33733
128,33437
128,37429
129,7354
129,67308
129,48901
129,44163
129,70385
129,65860
129,42867
129,54962
129,60102
129,33299
129,70631
129,72625
129,9329
129,63175
129,45497
129,84139
129,36999
129,59860
129,76702
129,81293
129,27069
130,23632
130,50076
130,49636
130,49432
130,79004
130,24716
130,59451
130,25933
130,26315
130,59871
130,32931
130,12061
130,43850
130,48708
130,49505
130,7990
130,53913
130,73705
130,51962
130,36974
130,68371
130,55156
130,64509
130,10156
130,10080
130,78686
131,63724
131,36928
131,47983
131,22996
131,56149
131,28316
131,32366
131,33175
131,78232
131,71539
132,54374
132,53491
132,23449
132,72792
132,67802
132,82410
132,70647
132,77988
132,48322
132,56113
132,74942
132,46985
133,65080
133,26975
133,40965
133,10674
133,34571
133,44318
133,49514
133,41451
133,37774
133,48149
133,80908
133,54768
133,70218
134,75834
134,64939
134,75132
134,79660
134,82848
134,24467
134,45084
134,72756
134,24053
134,82087
134,63255
134,73291
134,75866
134,79403
134,46657
134,21339
134,60543
134,63546
134,44611
134,67730
134,76512
134,64505
135,62830
135,43542
135,70173
135,73737
135,62874
135,66773
135,57124
135,27158
135,29760
135,65469
135,15295
135,68992
135,60451
135,71867
135,36804
135,57065
135,42648
136,56496
136,84768
136,28237
136,66214
136,72517
136,74137
136,49530
136,83108
136,68031
136,53355
136,54994
136,81115
136,85048
136,74706
136,68406
136,80901
136,26529
137,63422
137,30060
137,8918
137,76933
137,81271
137,62188
137,6327
137,37151
137,38336
137,4051
137,72263
137,34254
137,34441
137,65152
137,43646
137,1165
137,45440
138,21265
138,53504
138,59175
138,57466
138,69348
138,77618
138,19041
138,29971
138,74542
138,78240
138,55194
138,66153
138,48089
138,60734
138,48051
138,38719
138,76363
138,78918
139,56797
139,84688
139,8885
139,35504
139,83002
139,56850
139,60632
139,42888
139,63186
139,80278
139,76129
140,45747
140,20138
140,64094
140,57454
140,33885
140,55358
140,67206
140,22082
140,67729
140,34855
140,68554
140,54833
140,75754
140,72697
140,73498
140,58602
141,13925
141,13008
141,61218
141,4571
141,34089
141,14608
141,55632
141,71541
141,53796
141,13968
141,8721
142,4218
142,81892
142,23853
142,33038
142,33463
142,33996
142,21326
142,18600
142,66091
142,60391
142,25969
142,13638
142,309
142,75111
142,40733
142,14563
142,3653
142,66723
142,73675
142,69978
142,65192
142,11219
142,56634
143,82259
143,59728
143,752
143,64143
143,6880
143,5589
143,1629
143,40852
143,84773
143,80065
144,64080
144,40824
144,69359
144,49315
144,24553
144,42498
144,55099
144,78774
144,40905
144,44524
144,49730
144,58427
144,64789
144,10051
144,48766
144,21198
145,71960
145,28880
145,29903
145,83225
145,70021
145,55114
145,54475
145,43397
145,48761
145,73449
146,6602
146,79853
146,29146
146,9912
146,71898
146,12461
146,612
146,64724
146,20448
146,65665
146,48679
146,46053
146,61223
146,38804
146,37270
146,31581
146,60808
146,14928
147,67342
147,82957
147,53290
147,53913
147,5521
147,28042
147,15705
147,31511
147,37121
147,15945
148,74911
148,77199
148,76694
148,61225
148,66488
148,78011
148,80675
148,82874
148,75517
148,85128
148,45221
148,65979
148,45263
148,75514
148,71464
148,73615
148,76997
148,73758
149,33775
149,79578
149,71502
149,75723
149,50676
149,52892
149,64873
149,53354
149,21602
149,68930
149,46918
149,33889
149,51613
149,41893
150,21115
150,45547
150,30741
150,11513
150,26534
150,41415
150,54584
150,51310
150,45117
150,55682
150,24629
150,69485
151,34107
151,5564
151,47955
151,73195
151,62083
151,41392
151,9567
151,62954
151,34535
151,65427
151,40234
151,79416
151,58083
151,56226
151,49139
151,71581
152,5494
152,69765
152,40318
152,1655
152,20560
152,62116
152,29780
152,20830
152,2392
152,60438
152,82710
152,77929
152,63901
152,39716
152,73042
152,71323
152,41261
152,64712
152,67700
153,8946
153,44086
153,10006
153,6953
153,47465
153,8921
153,8771
153,79655
153,81315
153,49548
153,28328
153,30991
153,49124
154,68867
154,63174
154,9715
154,47755
154,38181
154,78412
154,70480
154,30771
154,78107
154,15645
154,72346
154,55649
154,78050
154,66827
154,13692
155,58768
155,71374
155,66221
155,48162
155,83050
155,21407
155,61409
155,47299
155,57843
155,66997
155,21126
156,1980
156,63303
156,43355
156,48667
156,28822
156,46535
156,58607
156,66836
156,52089
156,24898
157,59128
157,472
157,28328
157,49947
157,70711
157,69285
157,71457
157,63612
157,22431
157,48299
157,60498
157,29260
157,68116
157,64361
157,59206
157,70513
157,61021
157,28446
157,42183
157,53002
157,46313
158,76627
158,47104
158,50805
158,39928
158,66183
158,78314
158,67641
158,43445
158,40134
158,43746
159,67352
159,42217
159,6423
159,80228
159,46065
159,54345
159,72454
159,16814
159,28380
159,81744
159,45218
159,49931
159,68335
159,53562
159,67249
159,65864
159,59917
159,38522
159,1167
159,81676
159,66801
159,68167
159,66990
159,83793
160,52288
160,84204
160,71228
160,27398
160,74662
160,67270
160,45201
160,48138
160,58546
160,42611
160,66633
160,50855
160,6066
160,59241
160,55991
160,82223
160,27802
160,56732
160,35587
160,36862
160,70631
160,61190
160,71081
160,47834
160,84799
160,58656
161,80132
161,77649
161,55595
161,70722
161,72784
161,54963
161,64527
161,51761
161,45263
161,22310
162,9981
162,35773
162,710
162,589
162,6342
162,49001
162,28300
162,13435
162,28212
162,7909
162,63703
162,22156
162,22437
162,34410
162,39912
163,10076
163,78800
163,25033
163,43857
163,78882
163,85048
163,40703
163,56575
163,46518
163,48290
163,83653
163,7379
163,69548
163,34886
163,63633
163,70218
163,65945
163,56540
163,35854
163,52481
163,84788
163,60806
164,61657
164,71371
164,22452
164,6829
164,30648
164,53312
164,58984
164,65575
164,48994
164,55514
164,40932
164,49507
164,69185
164,21971
164,68787
164,65780
164,22457
164,44476
164,68816
165,76768
165,45135
165,70711
165,74524
165,39894
165,73675
165,42487
165,73735
165,49074
165,82198
166,44631
166,50025
166,25044
166,65880
166,65586
166,52919
166,57432
166,85299
166,61825
166,7483
166,17383
166,7925
167,70217
167,66552
167,65347
167,62813
167,49441
167,79910
167,71613
167,82870
167,55926
167,75913
167,74881
167,83060
167,35485
167,75017
167,28801
167,44991
167,71892
167,53777
167,63117
168,84788
168,67923
168,59616
168,84796
168,78405
168,71831
168,84906
168,67195
168,74628
168,62793
168,75164
168,60529
168,85004
168,31901
168,41004
168,85146
168,29532
168,84768
168,74056
168,78272
168,47319
168,54374
168,62263
168,21736
168,64694
168,76877
168,72118
168,63166
168,78439
168,20745
168,66592
168,62927
168,17119
168,78001
168,50407
169,32464
169,76527
169,45929
169,73183
169,82749
169,45093
169,68417
169,39136
169,37501
169,20251
170,39509
170,68335
170,55108
170,44372
170,47400
170,82870
170,51258
170,65070
170,76550
170,80829
170,76657
171,76859
171,43014
171,69801
171,55149
171,66465
171,76195
171,51089
171,75349
171,60383
171,73491
171,68110
171,61724
171,85332
172,2438
172,6769
172,40277
172,79987
172,28721
172,57962
172,73118
172,64884
172,45691
172,61124
172,82253
172,14549
172,36171
172,39185
173,47414
173,58778
173,22786
173,5621
173,41634
173,73681
173,77030
173,22872
173,60799
173,29642
174,72346
174,53488
174,49677
174,58568
174,1810
174,83168
174,80421
174,81515
174,59786
174,64943
175,43938
175,60047
175,20097
175,72637
175,82747
175,62496
175,50854
175,50088
175,25663
175,5635
175,71177
175,52350
175,78194
175,83753
176,77646
176,63196
176,77368
176,84413
176,63610
176,64927
176,6883
176,65793
176,60781
176,74443
176,36508
176,68679
177,40081
177,78034
177,58752
177,63698
177,63388
177,22151
177,13481
177,45795
177,7266
177,70700
177,26383
177,62927
177,75210
178,23305
178,51444
178,21105
178,3682
178,17696
178,37868
178,31631
178,45342
178,23288
178,6477
179,67619
179,50854
179,23575
179,21391
179,60411
179,46439
179,47358
179,41563
179,49861
179,44299
179,65232
179,79165
179,32625
180,1696
180,19141
180,1943
180,10100
180,13644
180,52068
180,15148
180,16294
180,31301
180,68932
181,80772
181,56738
181,53299
181,82790
181,80525
181,50159
181,49355
181,74706
181,53544
181,42589
181,66605
181,61945
181,8832
182,82848
182,42890
182,64707
182,84029
182,73476
182,68364
182,62408
182,70553
182,60706
182,57568
182,79646
182,66415
183,74706
183,64505
183,50708
183,3082
183,65388
183,33007
183,79930
183,28943
183,68825
183,79006
183,66605
183,58234
184,77798
184,58709
184,39119
184,29351
184,32781
184,9974
184,32773
184,36685
184,16673
184,1431
185,21040
185,39442
185,37588
185,48974
185,14218
185,62620
185,38385
185,39491
185,45243
185,58562
185,33427
185,46696
185,28577
186,58230
186,80027
186,64451
186,58254
186,44743
186,67312
186,83909
186,73740
186,59046
