user,item
8,3
8,4106
8,4210
8,4105
8,4101
8,4099
8,10671
8,3388
8,3377
8,2656
8,37
8,2693
8,3014
8,10630
8,2712
8,2665
8,2669
8,52
8,2681
8,5190
8,10638
8,2692
8,8674
8,2691
9,4190
9,4234
9,4230
9,1634
9,2187
9,1432
9,2724
9,2684
9,5258
9,2677
9,2696
9,4235
9,4150
9,4152
9,1409
9,4186
9,2668
9,4154
9,4162
9,20
9,4165
9,2195
9,4181
9,4153
9,2663
9,9496
9,4612
9,8899
9,8704
9,8727
9,8731
9,8733
9,8735
9,8738
9,8739
9,8834
9,8754
9,8833
9,8761
9,8695
9,8763
9,8827
9,8826
9,8825
9,8785
9,8820
9,8819
9,8796
9,8810
9,8811
9,8813
9,8815
9,8816
9,8773
9,4611
9,8676
9,9330
9,5239
9,5198
9,5234
9,5236
9,5246
9,5266
9,8702
9,10565
9,5278
9,5287
9,30
9,5294
9,9254
9,5315
9,5316
9,5320
9,5322
9,5328
9,5332
9,5346
9,1423
9,5392
9,5405
9,5656
9,6203
9,4176
9,9672
9,1419
9,10588
9,8818
9,4648
9,8799
9,10566
9,5295
9,5338
9,5337
9,2198
9,8489
9,4228
9,1987
9,5333
9,4203
9,34
9,27
9,8817
9,8845
9,4242
9,5283
9,4239
9,10579
9,4408
9,2685
9,4111
9,10670
9,2691
9,21
9,4169
9,10577
9,4115
9,1404
9,0
9,2692
10,4210
10,10565
10,78
10,8696
10,0
10,3
10,33
10,8932
10,17
10,4277
10,8889
10,10648
10,8757
10,5298
10,8707
10,10647
10,8886
10,2702
11,4195
11,30
11,4145
11,10642
11,9254
11,0
11,4242
11,8696
11,8489
11,8707
11,46
11,5338
11,17
11,1404
11,1455
11,8859
11,10666
11,9637
11,10672
11,873
11,44
11,55
11,4539
11,4130
11,10579
11,8780
11,5391
12,5870
12,1409
12,10597
12,10674
12,4237
12,8849
12,1441
12,871
12,4228
12,8895
12,6258
12,4169
12,10588
12,5366
12,52
12,5184
12,2428
12,30
12,4242
12,8837
12,8806
12,4163
12,8847
12,9695
12,10665
12,5333
12,4405
13,5355
13,959
13,874
13,1426
13,5354
13,876
13,5945
13,869
13,5185
13,8730
13,5183
13,4617
13,10579
13,4302
13,4282
13,5264
13,4270
13,8751
13,5228
13,8788
13,10730
13,4232
13,5423
13,5387
13,5425
13,4179
13,1404
13,4122
13,871
13,1430
13,8781
13,1552
13,49
13,0
13,8855
13,4182
13,5184
14,9540
14,9402
14,8974
14,8835
14,8801
14,5363
14,8745
14,8692
14,5264
14,8687
14,8684
14,8808
14,9763
14,10582
14,7840
14,3548
14,2692
14,52
14,4408
14,5295
14,9217
14,10567
14,5202
14,10627
14,10623
14,10602
14,10601
14,10599
14,10596
14,10664
14,7398
14,872
14,6303
14,4197
14,4168
14,4144
14,4137
14,3373
14,2658
14,9
14,2200
14,1427
14,1412
14,4409
14,1410
14,972
14,10
14,966
14,961
14,594
14,5
14,870
14,5196
14,5212
14,6294
14,6293
14,6290
14,6258
14,6201
14,6129
14,5341
14,5319
14,5302
14,5271
14,5263
14,5255
14,5254
14,5243
14,5227
14,5223
14,5213
14,5203
14,6446
14,4143
14,4621
14,9330
14,3014
14,8827
14,2691
14,8694
14,4140
14,4138
14,11
14,2693
14,4136
14,8785
14,4612
14,8222
14,8702
14,0
14,4111
14,6203
14,4318
14,5328
14,4246
14,10641
14,5361
14,1419
14,601
14,873
14,5406
14,2187
14,4145
14,4162
14,10655
14,55
14,37
14,10646
15,4327
15,4307
15,4639
15,4677
15,4299
15,4294
15,4674
15,4308
15,4316
15,4314
15,4598
15,4317
15,4584
15,4442
15,4413
15,4323
15,4328
15,4129
15,10577
15,4236
15,4208
15,10640
15,2726
15,2721
15,2720
15,2719
15,9217
15,2714
15,2727
15,2709
15,1530
15,1499
15,1497
15,1492
15,1490
15,1487
15,2694
15,4291
15,2730
15,4228
15,4272
15,4254
15,4238
15,4215
15,4732
15,4202
15,3055
15,4201
15,4174
15,3413
15,3407
15,0
15,3382
15,3362
15,4178
15,4776
15,9016
15,4952
15,8729
15,8968
15,8740
15,8741
15,2712
15,8753
15,2691
15,8967
15,1552
15,8781
15,8766
15,8776
15,8778
15,8787
15,8698
15,4173
15,8793
15,8860
15,4216
15,8874
15,8691
15,8946
15,8887
15,8900
15,4210
15,8938
15,8906
15,871
15,8914
15,8744
15,4115
15,5561
15,5522
15,5520
15,5211
15,5269
15,5285
15,5288
15,4119
15,10580
15,5304
15,5309
15,9000
15,4114
15,2672
15,8973
15,5340
15,5364
15,5369
15,5371
15,4211
15,5516
15,5511
15,5510
15,5506
15,5503
15,5500
15,9017
15,5486
15,2685
15,5443
15,4111
15,5416
15,8972
15,4229
15,5478
15,1486
15,1484
15,10668
15,10707
15,10710
15,10650
15,46
15,10716
15,10717
15,10721
15,10618
15,10726
15,5266
15,4612
15,10607
15,10606
15,4611
15,10703
15,10728
15,8737
15,5302
15,10603
15,4165
15,10753
15,4153
15,4312
15,6258
15,4152
15,9025
15,10595
15,1419
15,10578
15,1404
15,9695
15,8739
15,8754
15,1410
15,10642
15,10673
15,10674
15,8859
15,5363
15,78
15,8780
15,10579
15,1455
15,10647
15,10679
15,10683
15,10687
15,5298
15,4277
15,33
15,10588
15,972
15,58
15,10702
15,10665
15,10641
15,10701
15,10574
15,10667
15,10
15,4409
15,8899
15,1408
15,9496
15,10688
15,10695
15,7840
15,8933
15,34
15,8222
15,82
15,81
15,10563
15,5563
15,10567
15,5362
15,72
15,65
15,10599
15,63
15,9830
15,4318
15,4130
15,9658
15,56
15,9725
15,5347
15,36
15,28
15,13
15,14
15,9628
15,4884
15,8760
15,878
15,596
15,1460
15,1466
15,5283
15,538
15,1436
15,8855
15,1479
15,8853
15,535
15,8701
15,17
15,8697
15,1475
15,1417
16,4242
16,8846
16,4409
16,7397
16,5182
16,1439
16,0
16,4169
16,8489
16,4147
16,4539
16,4176
16,2667
16,1441
16,10670
16,1433
16,4119
16,5351
16,4125
16,10639
16,4442
16,10580
16,8855
16,8781
16,4114
16,4884
16,5340
16,4648
16,4318
16,5368
16,5347
16,4100
16,4137
16,5346
16,9695
16,639
16,5357
16,4229
16,4111
16,4129
17,17
17,10685
17,9695
17,5363
17,4218
17,9589
17,5190
17,8799
17,8859
17,7398
17,8860
17,5416
17,49
17,1438
17,0
17,8906
17,1409
17,5338
17,4234
17,4216
18,5212
18,5302
18,5258
18,79
18,8699
18,5306
18,4311
18,8870
18,9043
18,5148
18,9165
18,4686
18,5328
18,95
18,5253
18,4603
18,5530
18,961
18,9402
18,870
18,5316
18,58
18,10753
18,10655
18,5893
18,5298
18,10683
18,8707
18,1441
18,872
18,4169
18,5606
18,5592
18,6215
18,0
18,4243
18,7724
18,8088
18,9202
18,5
18,6187
18,5559
18,5959
18,5930
18,4408
18,4375
18,1219
18,10771
18,4211
18,9397
18,5416
18,5443
18,1246
18,52
18,1496
18,4360
18,4173
18,1888
18,4357
18,2757
18,4175
18,4249
18,4210
18,4455
18,1037
18,11836
18,163
18,4580
18,82
18,9829
18,1479
18,9670
18,10662
18,4545
18,10759
18,4776
18,96
18,678
18,978
18,10623
18,4534
18,603
19,4459
19,4130
19,4646
19,3425
19,4584
19,3385
19,8846
19,10579
19,8699
19,0
19,3366
19,4218
19,4539
20,4125
20,5278
20,20
20,4228
20,4162
20,0
20,9681
20,1433
20,5347
20,8781
20,8799
20,10638
20,5182
20,26
20,4210
20,31
20,4195
20,4206
20,44
20,4648
20,9120
20,8877
20,4214
20,4220
20,4262
20,5232
20,1426
20,5363
20,4179
20,8866
20,5228
20,8807
20,5240
20,5352
20,8710
20,7398
20,5283
20,5967
20,4204
20,3365
20,17
20,2662
20,46
20,1425
20,1456
20,1469
20,8695
20,4155
20,8696
20,9672
20,2196
20,8820
20,1414
20,8729
20,10629
21,1719
21,3021
21,4834
21,3261
21,3897
21,2817
21,1469
21,10640
21,1660
21,3412
21,3952
21,3706
21,4199
21,4360
21,4333
21,75
21,4385
21,4334
21,4609
21,2290
21,265
21,4672
21,315
21,319
21,4673
21,4682
21,333
21,376
21,4600
21,4760
21,389
21,2302
21,734
21,762
21,899
21,5530
21,4802
21,8
21,4420
21,1587
21,4443
21,4603
21,4786
21,4452
21,981
21,4538
21,4773
21,2734
21,2491
21,4446
21,4242
21,1733
21,5404
21,52
21,4191
21,11632
21,11529
21,11481
21,11468
21,8933
21,11373
21,871
21,11272
21,11193
21,11173
21,4229
21,11132
21,11028
21,5330
21,10859
21,10841
21,10783
21,10750
21,10745
21,34
21,9658
21,10727
21,17
21,10681
21,11109
21,5309
21,4408
21,10580
21,4210
21,4216
21,4117
21,4722
21,0
21,10646
21,21
21,1441
21,2684
21,1409
21,4165
21,4230
21,8709
21,4176
21,46
21,58
21,9496
21,5298
21,4169
21,10647
21,9637
21,49
21,5930
21,10601
21,14
21,1836
21,2720
21,10669
21,10636
21,10984
21,10617
21,8984
21,8863
21,8504
21,8300
21,8264
21,7467
21,8260
21,7470
21,7487
21,95
21,8156
21,7499
21,10635
21,8038
21,7555
21,7581
21,7732
21,7694
21,7666
21,7631
21,7585
21,6264
21,9100
21,6386
21,10717
21,10618
21,1496
21,5363
21,10611
21,10392
21,10212
21,10012
21,10579
21,9176
21,9659
21,9338
21,9312
21,5465
21,7626
21,9294
21,9247
21,6130
21,5845
21,9221
21,9298
22,4638
22,4787
22,4905
22,4697
22,0
22,1037
22,4302
22,319
22,4772
22,5005
22,4873
22,4992
22,4897
22,5315
22,4901
22,3
22,4770
22,4798
22,4766
22,4855
22,4848
22,4705
22,4935
22,4713
22,4835
22,4944
22,4720
22,4946
22,4918
22,4700
22,4979
22,4832
22,4870
22,6294
22,4816
22,3924
22,4810
22,5351
22,4613
22,4750
22,4911
22,4804
22,1497
22,1484
22,82
22,63
22,4759
22,4583
22,4551
22,4811
22,4793
22,5060
22,10331
22,7273
22,7274
22,7280
22,7287
22,7289
22,7293
22,7311
22,7317
22,7321
22,11678
22,7326
22,943
22,7338
22,7344
22,7346
22,7352
22,7355
22,7357
22,942
22,7359
22,924
22,11702
22,7360
22,11738
22,11777
22,1062
22,7200
22,1052
22,1049
22,7225
22,1047
22,7228
22,7229
22,7237
22,1038
22,7240
22,958
22,952
22,7246
22,7256
22,7261
22,11826
22,7263
22,7269
22,5027
22,11780
22,11743
22,4071
22,7364
22,887
22,11531
22,833
22,4062
22,11495
22,11479
22,832
22,11456
22,11439
22,4060
22,4058
22,7620
22,828
22,821
22,11407
22,811
22,4008
22,797
22,7662
22,7793
22,11361
22,793
22,835
22,836
22,837
22,7394
22,868
22,865
22,4000
22,4070
22,4066
22,4671
22,7374
22,11637
22,7390
22,11602
22,1064
22,11587
22,864
22,863
22,4065
22,858
22,849
22,843
22,7393
22,842
22,11543
22,841
22,11547
22,7195
22,7192
22,7181
22,6922
22,6924
22,6925
22,6927
22,6938
22,6939
22,6948
22,1784
22,6961
22,380
22,6972
22,6980
22,1778
22,1752
22,6982
22,6995
22,6997
22,6998
22,7003
22,3986
22,7008
22,6917
22,5013
22,1786
22,6916
22,6737
22,1792
22,6747
22,6751
22,6762
22,6763
22,6778
22,6791
22,6796
22,6797
22,1749
22,6799
22,6805
22,1788
22,6809
22,6812
22,6820
22,6849
22,6864
22,6879
22,6910
22,6915
22,6801
22,4049
22,7022
22,7048
22,1658
22,7143
22,7150
22,7151
22,1647
22,1644
22,7160
22,1628
22,1529
22,1402
22,1401
22,1382
22,1339
22,7167
22,7178
22,1295
22,1207
22,1134
22,5030
22,1066
22,7179
22,7141
22,7140
22,1666
22,7138
22,4074
22,1746
22,1715
22,7053
22,7057
22,7063
22,7068
22,7070
22,1699
22,1687
22,7027
22,7079
22,1682
22,7090
22,7097
22,7100
22,7112
22,7123
22,3987
22,5034
22,7126
22,7127
22,7083
22,1794
22,11354
22,11311
22,10288
22,9641
22,10270
22,10249
22,266
22,5015
22,9650
22,10241
22,10204
22,10191
22,10151
22,447
22,10150
22,446
22,10147
22,10131
22,10116
22,10093
22,288
22,10091
22,303
22,9621
22,9661
22,10308
22,9599
22,10386
22,4010
22,5018
22,4011
22,9156
22,487
22,9240
22,486
22,483
22,481
22,10364
22,469
22,10356
22,465
22,9316
22,10352
22,10333
22,9354
22,9355
22,9577
22,9588
22,10319
22,10071
22,10065
22,10060
22,9918
22,9914
22,415
22,4019
22,9909
22,9906
22,9901
22,9730
22,4021
22,9891
22,9888
22,9768
22,370
22,403
22,9814
22,9824
22,9874
22,9857
22,9825
22,9842
22,9832
22,9947
22,4022
22,9948
22,9959
22,440
22,10048
22,309
22,434
22,10044
22,10028
22,10027
22,10022
22,314
22,9698
22,497
22,10010
22,10001
22,324
22,335
22,9986
22,353
22,425
22,9977
22,9970
22,9963
22,9712
22,322
22,244
22,9105
22,9062
22,8469
22,745
22,739
22,736
22,8471
22,733
22,11027
22,10977
22,4009
22,732
22,731
22,10775
22,8487
22,729
22,728
22,10562
22,4046
22,11132
22,10560
22,10555
22,724
22,748
22,11064
22,8273
22,749
22,11253
22,789
22,11175
22,784
22,7833
22,8021
22,781
22,8023
22,779
22,772
22,722
22,771
22,5022
22,769
22,4048
22,11101
22,11076
22,767
22,764
22,761
22,753
22,8127
22,8057
22,11351
22,709
22,11272
22,8622
22,8648
22,625
22,8662
22,593
22,588
22,8664
22,8665
22,8666
22,8706
22,10458
22,587
22,547
22,8821
22,522
22,10417
22,164
22,8884
22,519
22,9031
22,507
22,10476
22,10492
22,647
22,679
22,10537
22,10531
22,705
22,8538
22,8546
22,702
22,698
22,692
22,4037
22,4034
22,10541
22,689
22,10526
22,10521
22,8554
22,8565
22,87
22,8587
22,8596
22,8600
22,10514
22,10513
22,682
22,6732
22,6964
22,6386
22,6333
22,6336
22,6339
22,6347
22,6353
22,6356
22,6379
22,3036
22,6382
22,6385
22,6389
22,6390
22,6392
22,6396
22,3951
22,6400
22,6405
22,6406
22,6410
22,6331
22,6413
22,6330
22,6315
22,3513
22,3304
22,6132
22,6169
22,3240
22,6171
22,6228
22,3940
22,4098
22,3941
22,4228
22,6269
22,6275
22,6279
22,3059
22,6282
22,6291
22,6295
22,6314
22,6318
22,3514
22,6417
22,6444
22,6476
22,6477
22,3960
22,3964
22,4773
22,4088
22,4083
22,2119
22,2107
22,6481
22,3970
22,3976
22,4802
22,3978
22,6483
22,2089
22,6491
22,6492
22,6515
22,2122
22,6438
22,2133
22,2137
22,6725
22,6451
22,6452
22,4097
22,6453
22,3008
22,6456
22,6457
22,2939
22,6463
22,2549
22,2171
22,2162
22,2149
22,6465
22,6466
22,4090
22,2143
22,2141
22,6474
22,3516
22,6117
22,3547
22,5098
22,4386
22,3888
22,3878
22,5109
22,3876
22,3868
22,5112
22,3860
22,5114
22,3858
22,3857
22,5132
22,3856
22,5140
22,3846
22,3843
22,5145
22,3833
22,3889
22,3831
22,3893
22,3895
22,3926
22,3932
22,3934
22,3923
22,1836
22,3921
22,3920
22,5064
22,5081
22,3919
22,3918
22,5083
22,5084
22,3917
22,3916
22,5096
22,3911
22,3905
22,3902
22,3894
22,5157
22,5160
22,3829
22,3773
22,3764
22,3763
22,3757
22,3754
22,6030
22,3747
22,3731
22,3729
22,3714
22,3713
22,3708
22,6099
22,3699
22,3698
22,3691
22,6110
22,3685
22,3608
22,3774
22,3777
22,5883
22,5861
22,3828
22,3824
22,3818
22,5161
22,3814
22,3807
22,5164
22,5172
22,3804
22,6524
22,5180
22,5335
22,3801
22,5430
22,3796
22,3791
22,3790
22,3780
22,4224
22,5689
22,3803
22,2083
22,6448
22,6620
22,1857
22,6722
22,1849
22,6652
22,6697
22,6661
22,6694
22,6693
22,6715
22,1995
22,6586
22,2008
22,1954
22,6584
22,6583
22,2029
22,2035
22,6580
22,6587
22,6592
22,1981
22,6594
22,6629
22,1884
22,1879
22,6714
22,1877
22,3983
22,6711
22,6708
22,5037
22,6619
22,1902
22,1912
22,6706
22,6595
22,6525
22,1874
22,6703
22,1862
22,6636
22,3981
22,1916
22,1955
22,2068
22,2080
22,6685
22,2045
22,6662
22,6542
22,2064
22,6664
22,6543
22,6544
22,2065
22,2077
22,1947
22,6681
22,1847
22,6667
22,6689
22,6677
22,1826
22,6567
22,2082
22,6532
22,2040
22,6692
22,4834
22,6529
22,6688
22,6687
22,4077
22,2041
22,1946
22,6576
22,6577
22,6530
23,4176
23,4878
23,9119
23,9195
23,5572
23,4727
23,9849
23,8988
23,11395
23,28
23,4881
23,10042
23,7052
23,5991
23,4903
23,74
23,4559
23,4897
23,76
23,558
23,589
23,723
23,4190
23,1048
23,1865
23,4005
23,27
23,9031
23,4156
23,5368
23,4438
23,4222
23,4310
23,0
23,4384
23,4447
24,8834
24,4190
24,0
24,4111
24,9524
24,2428
24,4184
24,4611
24,4214
24,4114
24,8742
24,4136
24,4191
24,8702
24,5272
24,4169
24,4648
24,10566
24,4409
24,10579
24,4539
24,5243
24,2195
24,8739
24,8674
24,6201
24,4152
24,4318
24,5182
24,4408
24,4195
24,531
24,8773
24,4115
24,2198
24,8489
25,5476
25,1466
25,33
25,5329
25,8967
25,10568
25,4277
25,880
25,1409
25,5309
25,4615
25,8709
25,4247
25,4536
25,3
25,0
25,5453
25,1439
25,4183
25,1437
25,10668
25,8924
25,5330
25,8882
25,4102
25,10647
25,22
26,639
26,8800
26,4311
26,49
26,8968
26,8862
26,4141
26,33
26,8974
26,8828
26,4131
26,8737
26,4162
26,10679
26,55
26,10728
26,5298
26,44
26,0
26,4142
26,3385
26,8702
26,4118
26,4244
26,8846
26,1417
26,2724
27,8938
27,4355
27,8941
27,4133
27,4120
27,1
27,4151
27,10717
27,4154
27,4351
27,4343
28,8710
28,8691
28,8825
28,10577
28,10670
28,10732
28,1
28,10757
28,10747
28,9405
28,9021
28,8935
28,8746
28,8855
28,7736
28,4617
28,5633
28,10579
28,541
28,8968
28,4114
28,4539
28,20
28,4554
28,4218
29,913
29,1019
29,9540
29,4500
29,199
29,875
29,568
29,1095
29,4457
29,11101
29,1
29,899
29,99
29,11030
29,9712
29,4766
29,5606
29,4210
29,4539
29,161
29,11029
29,2301
29,1243
29,5724
29,6434
29,9245
29,1098
29,2659
29,2835
29,5475
29,2893
29,2984
29,8122
29,2905
29,2915
29,7636
29,2955
29,2894
29,2971
29,2365
29,2328
29,1250
29,1265
29,1297
29,4535
29,1316
29,4173
29,4440
29,4641
29,2231
29,10899
29,10813
29,2296
29,9246
29,4251
29,2325
29,2271
29,2977
30,9874
30,1
30,11796
30,10196
30,8566
30,8155
30,8076
30,7932
30,7890
30,7343
30,2545
30,1293
31,4281
31,2229
31,7487
31,7467
31,67
31,6196
31,7464
31,164
31,7825
31,6176
31,7626
31,9521
31,9572
31,2192
31,9663
31,9777
31,1
31,9267
31,108
31,7474
31,148
31,2252
31,2256
31,114
31,2349
31,2357
31,672
31,3628
31,2329
31,7470
31,166
32,10589
32,3004
32,3042
32,74
32,5243
32,4569
32,4138
32,4619
32,4839
32,7462
32,7917
32,10882
32,8514
32,10939
32,10998
32,4770
32,9838
32,10937
32,39
32,10779
32,7903
32,2427
32,9835
32,2384
32,4834
32,4700
32,4408
32,6544
32,309
32,4766
32,10579
32,40
32,8860
32,41
32,4848
32,1668
32,2341
32,10640
32,1594
32,262
32,1
32,80
32,251
33,8352
33,8256
33,4770
33,1455
33,1666
33,8291
33,8307
33,8459
33,8457
33,8334
33,10647
33,8455
33,8374
33,7694
33,8436
33,8156
33,8335
33,8863
33,8451
33,4169
33,8385
33,8448
33,8338
33,8339
33,8371
33,8372
33,8208
33,8254
33,8020
33,8018
33,8009
33,9298
33,8008
33,8005
33,7809
33,8052
33,7801
33,4617
33,7726
33,7723
33,7718
33,7710
33,7690
33,4760
33,7772
33,8255
33,8511
33,8068
33,8236
33,8234
33,10721
33,8231
33,8229
33,1647
33,8228
33,8065
33,8215
33,4539
33,4786
33,10710
33,8214
33,8115
33,8080
33,8069
33,10717
33,8513
33,4154
33,8533
33,9657
33,9606
33,9553
33,9552
33,9511
33,9452
33,9407
33,9406
33,9347
33,7467
33,7470
33,9289
33,8761
33,4230
33,9273
33,9692
33,9152
33,9736
33,9748
33,10367
33,10422
33,10705
33,10002
33,10905
33,10914
33,10000
33,8674
33,11099
33,11123
33,11204
33,11396
33,9998
33,9997
33,9889
33,9745
33,8521
33,9143
33,9097
33,8786
33,7626
33,8783
33,4152
33,1408
33,9496
33,1
33,4150
33,8605
33,8591
33,8582
33,8568
33,8560
33,8547
33,8542
33,8830
33,9141
33,8881
33,4153
33,9064
33,9051
33,9047
33,95
33,20
33,9019
33,9004
33,8818
33,8997
33,8989
33,7673
33,8979
33,7487
33,8742
33,7585
33,8947
33,3008
33,7597
33,2950
33,8972
33,1381
33,10601
33,1391
33,1448
33,1454
33,8799
33,1654
33,1661
33,1782
33,11064
33,1469
33,2751
33,2815
33,1376
33,2923
33,2976
33,3016
33,3204
33,3245
33,4148
33,4149
33,4198
33,4428
33,34
33,11175
33,9658
33,10727
33,9830
33,4486
33,2949
33,1357
33,1341
33,1323
33,4413
33,10577
33,1836
33,4254
33,4798
33,4216
33,8776
33,4173
33,2734
33,2709
33,4155
33,4115
33,8710
33,1552
33,4641
33,27
33,3548
33,1139
33,928
33,655
33,4113
33,28
33,4111
33,4567
33,579
33,2724
33,268
33,248
33,8933
33,227
33,29
33,388
33,4581
33,10038
33,10681
33,4671
33,4826
33,7618
33,9659
33,7549
33,10255
33,4827
33,4983
33,7595
33,9670
33,5010
33,4318
33,5908
33,6504
33,7590
33,7400
33,4722
33,7420
33,7583
33,3036
33,7421
33,7564
33,7468
33,7541
33,7547
33,4791
33,4726
33,4409
33,4723
33,4138
33,7663
33,4602
33,4616
33,4199
33,4618
33,7652
33,4683
33,7646
33,7644
33,7619
33,4228
33,10635
33,5363
33,4333
33,4718
33,7638
33,7639
33,4721
34,4583
34,8935
34,4230
34,3008
34,9165
34,9889
34,29
34,26
34,1916
34,5098
34,5164
34,5967
34,4612
34,4334
34,5161
34,11796
34,5352
34,6685
34,55
34,9838
34,4235
34,5132
34,315
34,4234
34,2119
34,6661
34,10639
34,1469
34,2815
34,1
34,4452
34,9829
34,3059
34,4718
34,1661
34,3245
34,4580
34,4198
34,3304
34,1432
34,6228
34,4428
34,4486
34,4136
34,4834
34,4979
34,4152
34,4360
34,4190
34,4638
34,9097
34,4165
34,579
34,3036
34,6542
34,4162
34,4117
34,5010
34,8979
34,4154
34,8947
34,4153
34,5037
34,9670
34,1448
34,10638
34,4827
34,2133
34,5563
34,4750
34,4901
34,9323
34,9301
34,9282
34,11064
34,4835
34,9244
34,9238
34,9329
34,9209
34,9092
34,9053
34,9048
34,9005
34,8962
34,8901
34,8861
34,9204
34,8809
34,9333
34,9432
34,9903
34,9809
34,9796
34,9779
34,9697
34,10775
34,8471
34,9334
34,9638
34,11027
34,9000
34,9622
34,9619
34,9611
34,9579
34,9573
34,10599
34,4720
34,8769
34,8651
34,6541
34,5022
34,6508
34,6412
34,6368
34,6214
34,6147
34,6581
34,6060
34,5909
34,942
34,5902
34,5879
34,5849
34,5823
34,5547
34,5975
34,8764
34,6736
34,6773
34,8650
34,8618
34,5341
34,8328
34,7829
34,7805
34,7691
34,6754
34,7310
34,7157
34,7133
34,7131
34,7129
34,7006
34,6901
34,6899
34,7303
34,5527
34,10526
34,9933
34,266
34,10270
34,11770
34,11523
34,11473
34,11459
34,11271
34,8698
34,11236
34,481
34,11217
34,11185
34,11137
34,11062
34,487
34,11005
34,10356
34,11000
34,10147
34,4202
34,4413
34,9768
34,9874
34,4442
34,4598
34,4294
34,4291
34,10071
34,9901
34,9909
34,353
34,4798
34,4215
34,10010
34,10048
34,440
34,4776
34,9923
34,10991
34,497
34,10458
34,10234
34,10215
34,10199
34,10189
34,10180
34,10168
34,10263
34,10076
34,56
34,8933
34,10047
34,9996
34,9994
34,28
34,9942
34,10063
34,10817
34,10294
34,10329
34,8874
34,1490
34,10680
34,10524
34,10512
34,10500
34,10488
34,10323
34,10447
34,10445
34,10431
34,10400
34,1460
34,10385
34,10374
34,10341
34,10446
34,5519
34,5358
34,5348
34,1966
34,1962
34,1961
34,1906
34,1893
34,8827
34,1872
34,1967
34,1784
34,1663
34,1653
34,1543
34,1534
34,8818
34,1533
34,6924
34,1721
34,1498
34,2000
34,2005
34,3040
34,2959
34,2913
34,7063
34,2900
34,10588
34,2778
34,9330
34,2664
34,2118
34,5272
34,2114
34,2075
34,2059
34,9496
34,2036
34,2165
34,33
34,1494
34,95
34,377
34,321
34,267
34,250
34,6386
34,6203
34,6722
34,402
34,5005
34,249
34,202
34,5346
34,169
34,160
34,120
34,5328
34,4615
34,1786
34,8731
34,431
34,1464
34,8785
34,1451
34,1065
34,1039
34,997
34,993
34,416
34,956
34,521
34,501
34,479
34,463
34,9825
34,441
34,436
34,950
34,3095
34,3111
34,3170
34,5095
34,5089
34,5071
34,5058
34,5185
34,5041
34,5009
34,5097
34,4994
34,1064
34,4958
34,4282
34,4270
34,4945
34,4927
34,4923
34,4970
34,4902
34,5354
34,5104
34,5342
34,5275
34,5273
34,5193
34,5176
34,11678
34,4855
34,5101
34,5
34,5163
34,5144
34,5134
34,5130
34,5123
34,5119
